data/LibriSpeech/test-clean/61/70970/61-70970-0040.flac	 3.99	they regain their apartment apparently without disturbing the household of gainwell
data/LibriSpeech/test-clean/61/70970/61-70970-0017.flac	 2.09	rest and be still until i warn you
data/LibriSpeech/test-clean/61/70970/61-70970-0001.flac	 1.89	there befell an anxious interview
data/LibriSpeech/test-clean/61/70970/61-70970-0001.flac	 5.89	there befell an anxious interview mistress fitzhoothe arguing for and against the squires project in a breath
data/LibriSpeech/test-clean/61/70970/61-70970-0021.flac	 1.73	they then renewed their journey
data/LibriSpeech/test-clean/61/70970/61-70970-0021.flac	 5.13	they then renewed their journey and under the better light made a safe crossing of the stable roofs
data/LibriSpeech/test-clean/61/70970/61-70970-0037.flac	 2.84	his tones rang pleasantly on warrentons ears
data/LibriSpeech/test-clean/61/70970/61-70970-0037.flac	 5.79	his tones rang pleasantly on warrentons ears and forthwith the good fellowship was heralded between them
data/LibriSpeech/test-clean/61/70970/61-70970-0036.flac	 3.67	robin fitzhoothed saw that his doubts of warrenton had been unfair
data/LibriSpeech/test-clean/61/70970/61-70970-0036.flac	 6.38	robin fitzhoothed saw that his doubts of warrenton had been unfair and he became ashamed of himself for harboring them
data/LibriSpeech/test-clean/61/70970/61-70970-0020.flac	 0.91	will
data/LibriSpeech/test-clean/61/70970/61-70970-0020.flac	 3.40	will whispered robin opening his door as he spoke
data/LibriSpeech/test-clean/61/70970/61-70970-0020.flac	 4.52	will whispered robin opening his door as he spoke are you ready
data/LibriSpeech/test-clean/61/70970/61-70970-0000.flac	 5.81	young fitzhoothed had been commanded to his mothers chamber so soon as he had come out from his converse with the squire
data/LibriSpeech/test-clean/61/70970/61-70970-0016.flac	 1.85	we will go out together to the bower
data/LibriSpeech/test-clean/61/70970/61-70970-0016.flac	 4.13	we will go out together to the bower there is a way down to the court from my window
data/LibriSpeech/test-clean/61/70970/61-70970-0027.flac	 1.70	robin carefully descended
data/LibriSpeech/test-clean/61/70970/61-70970-0027.flac	 4.85	robin carefully descended the ladder and found himself soon upon firm rocky ground
data/LibriSpeech/test-clean/61/70970/61-70970-0031.flac	 4.71	cried he waving the lantern before him to make sure that these were no ghosts in front of him
data/LibriSpeech/test-clean/61/70970/61-70970-0011.flac	 2.59	as any in england i would say
data/LibriSpeech/test-clean/61/70970/61-70970-0011.flac	 4.04	as any in england i would say said gamewell proudly
data/LibriSpeech/test-clean/61/70970/61-70970-0011.flac	 4.98	as any in england i would say said gamewell proudly that is
data/LibriSpeech/test-clean/61/70970/61-70970-0011.flac	 5.89	as any in england i would say said gamewell proudly that is in his day
data/LibriSpeech/test-clean/61/70970/61-70970-0007.flac	 2.25	he was in deep converse with the clerk
data/LibriSpeech/test-clean/61/70970/61-70970-0007.flac	 4.29	he was in deep converse with the clerk and entered the hall holding him by the arm
data/LibriSpeech/test-clean/61/70970/61-70970-0006.flac	 1.39	never that sir
data/LibriSpeech/test-clean/61/70970/61-70970-0006.flac	 2.06	never that sir he had said
data/LibriSpeech/test-clean/61/70970/61-70970-0010.flac	 2.61	dismiss your squire robin and bid me good eatin
data/LibriSpeech/test-clean/61/70970/61-70970-0030.flac	 2.96	save me masters but you startled me rarely
data/LibriSpeech/test-clean/61/70970/61-70970-0026.flac	 5.28	fitzhoots hand rested at last upon the top rung of a ladder and slowly the truth came to him
data/LibriSpeech/test-clean/61/70970/61-70970-0033.flac	 3.22	truly such a horse would be worth much in nodding him fair
data/LibriSpeech/test-clean/61/70970/61-70970-0025.flac	 3.40	they were upon the verge of an open trap in the far corner of the hut
data/LibriSpeech/test-clean/61/70970/61-70970-0025.flac	 7.05	they were upon the verge of an open trap in the far corner of the hut and stutley had tripped over the edge of the reversed flapmouth of this pit
data/LibriSpeech/test-clean/61/70970/61-70970-0009.flac	 0.87	tis late
data/LibriSpeech/test-clean/61/70970/61-70970-0009.flac	 3.27	tis late and i go myself within a short space
data/LibriSpeech/test-clean/61/70970/61-70970-0029.flac	 2.61	from the blackness behind the light they heard a voice
data/LibriSpeech/test-clean/61/70970/61-70970-0029.flac	 3.67	from the blackness behind the light they heard a voice warrenton
data/LibriSpeech/test-clean/61/70970/61-70970-0005.flac	 1.70	the lad had checked him then
data/LibriSpeech/test-clean/61/70970/61-70970-0013.flac	 1.04	there was no chance
data/LibriSpeech/test-clean/61/70970/61-70970-0013.flac	 4.04	there was no chance to alter his sleeping room to one nearer to gamewells chamber
data/LibriSpeech/test-clean/61/70970/61-70970-0012.flac	 2.83	yet he will teach you a few tricks when morning has come
data/LibriSpeech/test-clean/61/70970/61-70970-0004.flac	 1.81	but take it wilst i live
data/LibriSpeech/test-clean/61/70970/61-70970-0004.flac	 6.89	but take it wilst i live and wear montfichets shield in the days when my eyes can be rejoiced by so brave a sight
data/LibriSpeech/test-clean/61/70970/61-70970-0004.flac	 10.23	but take it wilst i live and wear montfichets shield in the days when my eyes can be rejoiced by so brave a sight for you will never disgrace arst dutchene i warrant me
data/LibriSpeech/test-clean/61/70970/61-70970-0028.flac	 6.34	stuntly was by his side in the flash and then they both began feeling about them to ascertain the shape and character of this vault
data/LibriSpeech/test-clean/61/70970/61-70970-0008.flac	 1.91	now to bed boy
data/LibriSpeech/test-clean/61/70970/61-70970-0024.flac	 2.48	they moved thereafter cautiously about the hut
data/LibriSpeech/test-clean/61/70970/61-70970-0024.flac	 6.99	they moved thereafter cautiously about the hut groping before and about them to find something to show that the warrenton had fulfilled his mission
data/LibriSpeech/test-clean/61/70970/61-70970-0032.flac	 2.90	inquired robin with his suspicions still upon him
data/LibriSpeech/test-clean/61/70970/61-70970-0039.flac	 3.14	he implores us to be discreet as the grave in this matter
data/LibriSpeech/test-clean/61/70970/61-70970-0039.flac	 6.24	he implores us to be discreet as the grave in this matter for in sooth his life is in the hollow of our hands
data/LibriSpeech/test-clean/61/70970/61-70970-0003.flac	 0.49	if
data/LibriSpeech/test-clean/61/70970/61-70970-0003.flac	 3.44	if for when you beggar yourself i cannot stay you
data/LibriSpeech/test-clean/61/70970/61-70970-0015.flac	 0.87	will
data/LibriSpeech/test-clean/61/70970/61-70970-0015.flac	 2.11	will cried he softly
data/LibriSpeech/test-clean/61/70970/61-70970-0015.flac	 6.35	will cried he softly and stutley who had chosen his couch across the door of his young masters chamber
data/LibriSpeech/test-clean/61/70970/61-70970-0015.flac	 8.12	will cried he softly and stutley who had chosen his couch across the door of his young masters chamber sprang up at once an answer
data/LibriSpeech/test-clean/61/70970/61-70970-0035.flac	 2.57	warrenton spoke thus with significance
data/LibriSpeech/test-clean/61/70970/61-70970-0035.flac	 7.11	warrenton spoke thus with significance to show robin that he was not to think jefferys claims to the estate would be passed by
data/LibriSpeech/test-clean/61/70970/61-70970-0023.flac	 2.00	be not so foolish friend
data/LibriSpeech/test-clean/61/70970/61-70970-0023.flac	 3.54	be not so foolish friend said fitzhootcrossley
data/LibriSpeech/test-clean/61/70970/61-70970-0019.flac	 2.87	at last all was quiet and black in the courtyard of
data/LibriSpeech/test-clean/61/70970/61-70970-0019.flac	 3.37	at last all was quiet and black in the courtyard of gamewell
data/LibriSpeech/test-clean/61/70970/61-70970-0018.flac	 2.15	the hours passed wearily by
data/LibriSpeech/test-clean/61/70970/61-70970-0018.flac	 4.37	the hours passed wearily by and movement could yet be heard about the hall
data/LibriSpeech/test-clean/61/70970/61-70970-0022.flac	 3.65	robin entered the hut dragging the unwilling esquire after him
data/LibriSpeech/test-clean/61/70970/61-70970-0034.flac	 0.98	nay
data/LibriSpeech/test-clean/61/70970/61-70970-0034.flac	 2.20	nay nay lording
data/LibriSpeech/test-clean/61/70970/61-70970-0034.flac	 4.27	nay nay lording answered warrenton with a halflaugh
data/LibriSpeech/test-clean/61/70970/61-70970-0014.flac	 3.12	presently he crossed the floor of his room with decided step
data/LibriSpeech/test-clean/61/70970/61-70970-0002.flac	 2.32	most of all robin thought of his father
data/LibriSpeech/test-clean/61/70970/61-70970-0002.flac	 3.81	most of all robin thought of his father what would he counsel
data/LibriSpeech/test-clean/61/70970/61-70970-0038.flac	 6.60	the old servant told him quietly as they crept back to game well that this passageway led from the hut and the pleasance to sherwood
data/LibriSpeech/test-clean/61/70970/61-70970-0038.flac	 9.98	the old servant told him quietly as they crept back to game well that this passageway led from the hut and the pleasance to sherwood and that jeffrey for the time was hiding with the outlaws in the forest
data/LibriSpeech/test-clean/61/70968/61-70968-0011.flac	 6.11	he gave way to the others very readily and retreated unperceived by the squire and mistress fitzhoothed to the rear of the tent
data/LibriSpeech/test-clean/61/70968/61-70968-0046.flac	 1.84	nottingham castle was reached
data/LibriSpeech/test-clean/61/70968/61-70968-0046.flac	 3.36	nottingham castle was reached and admittance was demanded
data/LibriSpeech/test-clean/61/70968/61-70968-0050.flac	 2.59	he made an effort to hide his condition from them all
data/LibriSpeech/test-clean/61/70968/61-70968-0050.flac	 5.15	he made an effort to hide his condition from them all and robin felt his fingers tighten upon his arm
data/LibriSpeech/test-clean/61/70968/61-70968-0007.flac	 1.60	sister nell
data/LibriSpeech/test-clean/61/70968/61-70968-0007.flac	 3.44	sister nell do you hear these marvels
data/LibriSpeech/test-clean/61/70968/61-70968-0027.flac	 3.76	robin and the little tumbler between them tried to force the squire to stand back
data/LibriSpeech/test-clean/61/70968/61-70968-0027.flac	 6.65	robert and the little tumbler between them tried to force the squire to stand back and very valiantly did these two comport themselves
data/LibriSpeech/test-clean/61/70968/61-70968-0031.flac	 1.81	silence you knave
data/LibriSpeech/test-clean/61/70968/61-70968-0031.flac	 2.83	silence you knave cried montfiche
data/LibriSpeech/test-clean/61/70968/61-70968-0030.flac	 0.66	no
data/LibriSpeech/test-clean/61/70968/61-70968-0030.flac	 5.52	now be silent on your lives he began but the captured apprentice set up an instant shout
data/LibriSpeech/test-clean/61/70968/61-70968-0026.flac	 4.77	the strollers took their part in it with hardy zest now that they had some chance of beating off their foes
data/LibriSpeech/test-clean/61/70968/61-70968-0006.flac	 2.60	but then the picture was gone as quickly as it came
data/LibriSpeech/test-clean/61/70968/61-70968-0051.flac	 2.44	make me a room of the sheriff child
data/LibriSpeech/test-clean/61/70968/61-70968-0051.flac	 3.03	beg me a room of the sheriff child quickly
data/LibriSpeech/test-clean/61/70968/61-70968-0047.flac	 4.68	master mansaud the sheriff of nottingham was mightily put about when told of the rioting
data/LibriSpeech/test-clean/61/70968/61-70968-0010.flac	 0.82	fourth with
data/LibriSpeech/test-clean/61/70968/61-70968-0010.flac	 3.66	forthwith all ran to the opening of the tent to see what might be amiss
data/LibriSpeech/test-clean/61/70968/61-70968-0010.flac	 4.92	forthwith all ran to the opening of the tent to see what might be amiss but master will
data/LibriSpeech/test-clean/61/70968/61-70968-0010.flac	 5.98	forthwith all ran to the opening of the tent to see what might be amiss but master will who peeped out first
data/LibriSpeech/test-clean/61/70968/61-70968-0010.flac	 7.93	forthwith all ran to the opening of the tent to see what might be amiss but master will who peeped out first needed no more than one glance
data/LibriSpeech/test-clean/61/70968/61-70968-0021.flac	 2.26	surely we can submit with good grace
data/LibriSpeech/test-clean/61/70968/61-70968-0037.flac	 2.08	what is your name lording
data/LibriSpeech/test-clean/61/70968/61-70968-0037.flac	 3.91	what is your name lording asked the little stroller presently
data/LibriSpeech/test-clean/61/70968/61-70968-0060.flac	 1.03	no thanks
data/LibriSpeech/test-clean/61/70968/61-70968-0060.flac	 3.37	no thanks i am glad to give you such easy happiness
data/LibriSpeech/test-clean/61/70968/61-70968-0017.flac	 4.97	i could not see my boy injured excellence for but doing his duty as one of cumberlands sons
data/LibriSpeech/test-clean/61/70968/61-70968-0040.flac	 3.75	right willingly for between us we have won the battle answered robin
data/LibriSpeech/test-clean/61/70968/61-70968-0056.flac	 3.40	the wine did certainly bring back the color to the squires cheeks
data/LibriSpeech/test-clean/61/70968/61-70968-0001.flac	 3.56	give not so earnest a mind to these mummeries child
data/LibriSpeech/test-clean/61/70968/61-70968-0000.flac	 2.41	he began a confused complaint against the wizard
data/LibriSpeech/test-clean/61/70968/61-70968-0000.flac	 4.67	he began a confused complaint against the wizard who had vanished behind the curtain on the left
data/LibriSpeech/test-clean/61/70968/61-70968-0057.flac	 2.83	these escapades are not for old game wellled
data/LibriSpeech/test-clean/61/70968/61-70968-0057.flac	 4.89	these escapades are not for old game well lad his day has come to twilight
data/LibriSpeech/test-clean/61/70968/61-70968-0041.flac	 1.38	i like you will
data/LibriSpeech/test-clean/61/70968/61-70968-0041.flac	 4.73	i like you will you are the second will that i have met and liked within two days
data/LibriSpeech/test-clean/61/70968/61-70968-0041.flac	 6.43	i like you will you are the second will that i have met and liked within two days is there a sign in that
data/LibriSpeech/test-clean/61/70968/61-70968-0016.flac	 1.64	and then they became vexed
data/LibriSpeech/test-clean/61/70968/61-70968-0016.flac	 3.54	and then they became vexed and would have snatched your purse from us
data/LibriSpeech/test-clean/61/70968/61-70968-0061.flac	 2.13	your worthy leech will
data/LibriSpeech/test-clean/61/70968/61-70968-0061.flac	 3.48	your worthy leech will presently whispered robin
data/LibriSpeech/test-clean/61/70968/61-70968-0061.flac	 5.27	your worthy leech will presently whispered robin the wine has worked a marvel
data/LibriSpeech/test-clean/61/70968/61-70968-0036.flac	 2.64	george montfiche will never forget this day
data/LibriSpeech/test-clean/61/70968/61-70968-0020.flac	 2.37	shame on you citizens cried he
data/LibriSpeech/test-clean/61/70968/61-70968-0020.flac	 2.87	shame on you citizens cried he
data/LibriSpeech/test-clean/61/70968/61-70968-0020.flac	 4.85	shame on you citizens cried he i blush for my fellows of nottingham
data/LibriSpeech/test-clean/61/70968/61-70968-0062.flac	 1.54	i can show you some pretty
data/LibriSpeech/test-clean/61/70968/61-70968-0062.flac	 2.13	i can show you some pretty tricks
data/LibriSpeech/test-clean/61/70968/61-70968-0035.flac	 4.03	taking advantage of this the squires few men redoubled their efforts and
data/LibriSpeech/test-clean/61/70968/61-70968-0035.flac	 6.57	taking advantage of this the squires few men redoubled their efforts and encouraged by robbins in the little strollers cries
data/LibriSpeech/test-clean/61/70968/61-70968-0035.flac	 7.81	taking advantage of this the squires few men redoubled their efforts and encouraged by robbins and the little strollers cries fought their way to him
data/LibriSpeech/test-clean/61/70968/61-70968-0023.flac	 1.94	but i wrestled with this fellow
data/LibriSpeech/test-clean/61/70968/61-70968-0023.flac	 4.86	but i wrestled with this fellow and do know that he played unfairly in the second bout
data/LibriSpeech/test-clean/61/70968/61-70968-0058.flac	 1.73	will you forgive me now
data/LibriSpeech/test-clean/61/70968/61-70968-0019.flac	 0.78	it is
data/LibriSpeech/test-clean/61/70968/61-70968-0019.flac	 1.26	it is
data/LibriSpeech/test-clean/61/70968/61-70968-0019.flac	 2.23	it is enough
